asset_path,display_label,source,category
audio/units/hellbat/deploy_move/Hellion_Yes03.ogg,Smokin'!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellbat/deploy_move/Hellion_Yes04.ogg,let's do this,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellbat/deploy_move/Hellion_Yes05.ogg,Burn rubber!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellbat/deploy_move/Hellion_Yes06.ogg,Pedal to the metal!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellbat/deploy_move/Hellion_Yes07.ogg,Is that it?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellbat/deploy_move/Hellion_Yes08.ogg,all day long,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellbat/deploy_move/Hellion_Yes09.ogg,Absolutely!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellbat/deploy_move/Hellion_Yes10.ogg,Sounds sweet.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellbat/deploy_move/Hellion_Yes11.ogg,Word!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellion/attack/Hellion_Attack00.ogg,Get some!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/hellion/attack/Hellion_Attack01.ogg,Death rides with me!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/hellion/attack/Hellion_Attack02.ogg,YEE-HAW!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/hellion/attack/Hellion_Attack03.ogg,turning out the heat!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/hellion/attack/Hellion_Attack04.ogg,Eat napalm!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/hellion/attack/Hellion_Attack05.ogg,Fire! Fire!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/hellion/attack/Hellion_Attack06.ogg,Not a problem!,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/hellion/canonical/58ce839047a88e0d__Hellion_Ready00.ogg,Ready / selection 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/hellion/canonical/adb9a3373591a497__Hellion_What05.ogg,Selection response 06,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/hellion/canonical/b12b44ed42ef223c__Hellion_What04.ogg,Selection response 05,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/hellion/canonical/b14e4ffe3cf388c2__Hellion_Yes01.ogg,Move / order response 02,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/hellion/canonical/c44786edbcff8bb9__Hellion_What02.ogg,Selection response 03,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/hellion/canonical/ce650f51d45b7ccc__Hellion_Yes00.ogg,Move / order response 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/hellion/canonical/cf73216470d1a659__Hellion_Death01.wav,Death voice 02,SC2 • GAME-DATA VERIFIED BANK,DEATH VO
audio/units/hellion/canonical/d5499b7a140af42e__Hellion_What00.ogg,Selection response 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/hellion/canonical/e11264d952025db2__Hellion_What01.ogg,Selection response 02,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/hellion/canonical/f586bff0338cbbf5__Hellion_What03.ogg,Selection response 04,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/hellion/canonical/f707d930fa41da1e__Hellion_Death00.wav,Death voice 01,SC2 • GAME-DATA VERIFIED BANK,DEATH VO
audio/units/hellion/death/Hellion_Death02.wav,Death voice 03,SC2,DEATH VO
audio/units/hellion/death/Hellion_Death03.wav,Death voice 04,SC2,DEATH VO
audio/units/hellion/death/Hellion_Death04.wav,Death voice 05,SC2,DEATH VO
audio/units/hellion/death/Hellion_Death05.wav,Death voice 06,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hellion/deploy_move/Hellion_Yes02.ogg,HELL YEAH!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellion/deploy_move/Hellion_Yes03.ogg,Smokin'!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellion/deploy_move/Hellion_Yes04.ogg,let's do this,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellion/deploy_move/Hellion_Yes05.ogg,Burn rubber!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellion/deploy_move/Hellion_Yes06.ogg,Pedal to the metal!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellion/deploy_move/Hellion_Yes07.ogg,Is that it?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellion/deploy_move/Hellion_Yes08.ogg,all day long,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellion/deploy_move/Hellion_Yes09.ogg,Absolutely!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellion/deploy_move/Hellion_Yes10.ogg,Sounds sweet.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hellion/deploy_move/Hellion_Yes11.ogg,Word!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hercules/death/Hercules_Death00.wav,And you mean to die!,SC2 • VERIFIED DIALOGUE,DEATH VO
audio/units/hercules/deploy_move/Hercules_Ready00.ogg,Ready / selection 01,SC2,MOVE / ACTIVATE VO
audio/units/hercules/deploy_move/Hercules_What00.ogg,Move it! Move it! Come on!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hercules/deploy_move/Hercules_What01.ogg,Yeah?,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hercules/deploy_move/Hercules_What02.ogg,Don't get your knickers in a bunch!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hercules/deploy_move/Hercules_Yes00.ogg,Okay!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hercules/deploy_move/Hercules_Yes01.ogg,Roger!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hercules/deploy_move/Hercules_Yes02.ogg,Easy!,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/high_templar/attack/HighTemplar_Attack00.ogg,We shall not falter.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/high_templar/attack/HighTemplar_Attack01.ogg,The true enemy is D'Souma.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/high_templar/attack/HighTemplar_Attack02.ogg,Duty is my shield.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/high_templar/attack/HighTemplar_Attack03.ogg,Attack voice 04,SC2,ATTACK VO
audio/units/high_templar/attack/HighTemplar_Attack04.ogg,Attack voice 05,SC2,ATTACK VO
audio/units/high_templar/attack/HighTemplar_Attack05.ogg,We will overcome.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/high_templar/attack/HighTemplar_Attack06.ogg,Together we vanish.,SC2 • VERIFIED DIALOGUE,ATTACK VO
audio/units/high_templar/canonical/1c54bf537aa1d178__HighTemplar_What01.ogg,Selection response 02,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/high_templar/canonical/2bc2400336ef7de9__HighTemplar_What02.ogg,Selection response 03,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/high_templar/canonical/3212a393d349e059__HighTemplar_What03.ogg,Selection response 04,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/high_templar/canonical/3bae23e3a4d60b40__HighTemplar_What00.ogg,Selection response 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/high_templar/canonical/be821dde52420483__HighTemplar_Death0.wav,Death voice 01,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/high_templar/canonical/c8983f291fd9a546__HighTemplar_Ready00.ogg,Ready / selection 01,SC2 • GAME-DATA VERIFIED BANK,MOVE / ACTIVATE VO
audio/units/high_templar/death/HighTemplar_Death1.wav,Death voice 02,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/high_templar/death/HighTemplar_Death2.wav,Death voice 03,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/high_templar/death/HighTemplar_Death3.wav,Death voice 04,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/high_templar/death/HighTemplar_Death4.wav,Death voice 05,SC2,DEATH VO
audio/units/high_templar/deploy_move/HighTemplar_What04.ogg,We shall stand against the darkness.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/high_templar/deploy_move/HighTemplar_What05.ogg,We seek enlightenment.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/high_templar/deploy_move/HighTemplar_What06.ogg,We are focused.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/high_templar/deploy_move/HighTemplar_Yes00.ogg,Move / order response 01,SC2,MOVE / ACTIVATE VO
audio/units/high_templar/deploy_move/HighTemplar_Yes01.ogg,I heed the call.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/high_templar/deploy_move/HighTemplar_Yes02.ogg,Thus I serve.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/high_templar/deploy_move/HighTemplar_Yes03.ogg,I will comply.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/high_templar/deploy_move/HighTemplar_Yes04.ogg,Move / order response 05,SC2,MOVE / ACTIVATE VO
audio/units/high_templar/deploy_move/HighTemplar_Yes05.ogg,We are unanimous.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/high_templar/deploy_move/HighTemplar_Yes06.ogg,In unity there is strength.,SC2 • VERIFIED DIALOGUE,MOVE / ACTIVATE VO
audio/units/hybrid_behemoth/attack/Hybrid_Attack00.ogg,Hybrid Behemoth attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_behemoth/attack/Hybrid_Attack01.ogg,Hybrid Behemoth attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_behemoth/attack/Hybrid_Attack02.ogg,Hybrid Behemoth attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_behemoth/attack/Hybrid_Attack03.ogg,Hybrid Behemoth attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_behemoth/death/Hybrid_Death00.wav,Hybrid Behemoth death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_behemoth/death/Hybrid_Death01.wav,Hybrid Behemoth death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_behemoth/deploy_move/Hybrid_Ready00.ogg,Hybrid Behemoth movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_behemoth/deploy_move/Hybrid_What00.ogg,Hybrid Behemoth movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_behemoth/deploy_move/Hybrid_What01.ogg,Hybrid Behemoth movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_behemoth/deploy_move/Hybrid_What02.ogg,Hybrid Behemoth movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_behemoth/deploy_move/Hybrid_What03.ogg,Hybrid Behemoth movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_behemoth/deploy_move/Hybrid_Yes00.ogg,Hybrid Behemoth movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_behemoth/deploy_move/Hybrid_Yes01.ogg,Hybrid Behemoth movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_behemoth/deploy_move/Hybrid_Yes02.ogg,Hybrid Behemoth movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_behemoth/deploy_move/Hybrid_Yes03.ogg,Hybrid Behemoth movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_destroyer/attack/Hybrid_Attack00.ogg,Hybrid Destroyer attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_destroyer/attack/Hybrid_Attack01.ogg,Hybrid Destroyer attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_destroyer/attack/Hybrid_Attack02.ogg,Hybrid Destroyer attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_destroyer/attack/Hybrid_Attack03.ogg,Hybrid Destroyer attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_destroyer/death/Hybrid_Death00.wav,Hybrid Destroyer death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_destroyer/death/Hybrid_Death01.wav,Hybrid Destroyer death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_destroyer/deploy_move/Hybrid_Ready00.ogg,Hybrid Destroyer movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_destroyer/deploy_move/Hybrid_What00.ogg,Hybrid Destroyer movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_destroyer/deploy_move/Hybrid_What01.ogg,Hybrid Destroyer movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_destroyer/deploy_move/Hybrid_What02.ogg,Hybrid Destroyer movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_destroyer/deploy_move/Hybrid_What03.ogg,Hybrid Destroyer movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_destroyer/deploy_move/Hybrid_Yes00.ogg,Hybrid Destroyer movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_destroyer/deploy_move/Hybrid_Yes01.ogg,Hybrid Destroyer movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_destroyer/deploy_move/Hybrid_Yes02.ogg,Hybrid Destroyer movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_destroyer/deploy_move/Hybrid_Yes03.ogg,Hybrid Destroyer movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_dominator/attack/Hybrid_Attack00.ogg,Hybrid Dominator attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_dominator/attack/Hybrid_Attack01.ogg,Hybrid Dominator attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_dominator/attack/Hybrid_Attack02.ogg,Hybrid Dominator attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_dominator/attack/Hybrid_Attack03.ogg,Hybrid Dominator attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_dominator/death/Hybrid_Death00.wav,Hybrid Dominator death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_dominator/death/Hybrid_Death01.wav,Hybrid Dominator death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_dominator/deploy_move/Hybrid_Ready00.ogg,Hybrid Dominator movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_dominator/deploy_move/Hybrid_What00.ogg,Hybrid Dominator movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_dominator/deploy_move/Hybrid_What01.ogg,Hybrid Dominator movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_dominator/deploy_move/Hybrid_What02.ogg,Hybrid Dominator movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_dominator/deploy_move/Hybrid_What03.ogg,Hybrid Dominator movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_dominator/deploy_move/Hybrid_Yes00.ogg,Hybrid Dominator movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_dominator/deploy_move/Hybrid_Yes01.ogg,Hybrid Dominator movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_dominator/deploy_move/Hybrid_Yes02.ogg,Hybrid Dominator movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_dominator/deploy_move/Hybrid_Yes03.ogg,Hybrid Dominator movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_maar/attack/Hybrid_Attack00.ogg,Hybrid Maar attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_maar/attack/Hybrid_Attack01.ogg,Hybrid Maar attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_maar/attack/Hybrid_Attack02.ogg,Hybrid Maar attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_maar/attack/Hybrid_Attack03.ogg,Hybrid Maar attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_maar/death/Hybrid_Death00.wav,Hybrid Maar death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_maar/death/Hybrid_Death01.wav,Hybrid Maar death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_maar/deploy_move/Hybrid_Ready00.ogg,Hybrid Maar movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_maar/deploy_move/Hybrid_What00.ogg,Hybrid Maar movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_maar/deploy_move/Hybrid_What01.ogg,Hybrid Maar movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_maar/deploy_move/Hybrid_What02.ogg,Hybrid Maar movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_maar/deploy_move/Hybrid_What03.ogg,Hybrid Maar movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_maar/deploy_move/Hybrid_Yes00.ogg,Hybrid Maar movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_maar/deploy_move/Hybrid_Yes01.ogg,Hybrid Maar movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_maar/deploy_move/Hybrid_Yes02.ogg,Hybrid Maar movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_maar/deploy_move/Hybrid_Yes03.ogg,Hybrid Maar movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_nemesis/attack/Hybrid_Attack00.ogg,Hybrid Nemesis attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_nemesis/attack/Hybrid_Attack01.ogg,Hybrid Nemesis attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_nemesis/attack/Hybrid_Attack02.ogg,Hybrid Nemesis attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_nemesis/attack/Hybrid_Attack03.ogg,Hybrid Nemesis attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_nemesis/death/Hybrid_Death00.wav,Hybrid Nemesis death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_nemesis/death/Hybrid_Death01.wav,Hybrid Nemesis death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_nemesis/deploy_move/Hybrid_Ready00.ogg,Hybrid Nemesis movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_nemesis/deploy_move/Hybrid_What00.ogg,Hybrid Nemesis movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_nemesis/deploy_move/Hybrid_What01.ogg,Hybrid Nemesis movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_nemesis/deploy_move/Hybrid_What02.ogg,Hybrid Nemesis movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_nemesis/deploy_move/Hybrid_What03.ogg,Hybrid Nemesis movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_nemesis/deploy_move/Hybrid_Yes00.ogg,Hybrid Nemesis movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_nemesis/deploy_move/Hybrid_Yes01.ogg,Hybrid Nemesis movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_nemesis/deploy_move/Hybrid_Yes02.ogg,Hybrid Nemesis movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_nemesis/deploy_move/Hybrid_Yes03.ogg,Hybrid Nemesis movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_reaver/attack/Hybrid_Attack00.ogg,Hybrid Reaver attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_reaver/attack/Hybrid_Attack01.ogg,Hybrid Reaver attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_reaver/attack/Hybrid_Attack02.ogg,Hybrid Reaver attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_reaver/attack/Hybrid_Attack03.ogg,Hybrid Reaver attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hybrid_reaver/death/Hybrid_Death00.wav,Hybrid Reaver death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_reaver/death/Hybrid_Death01.wav,Hybrid Reaver death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hybrid_reaver/deploy_move/Hybrid_Ready00.ogg,Hybrid Reaver movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_reaver/deploy_move/Hybrid_What00.ogg,Hybrid Reaver movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_reaver/deploy_move/Hybrid_What01.ogg,Hybrid Reaver movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_reaver/deploy_move/Hybrid_What02.ogg,Hybrid Reaver movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_reaver/deploy_move/Hybrid_What03.ogg,Hybrid Reaver movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_reaver/deploy_move/Hybrid_Yes00.ogg,Hybrid Reaver movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_reaver/deploy_move/Hybrid_Yes01.ogg,Hybrid Reaver movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_reaver/deploy_move/Hybrid_Yes02.ogg,Hybrid Reaver movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hybrid_reaver/deploy_move/Hybrid_Yes03.ogg,Hybrid Reaver movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/attack/Hydralisk_Attack0.ogg,Hydralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hydralisk/attack/Hydralisk_Attack1.ogg,Hydralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hydralisk/attack/Hydralisk_Attack2.ogg,Hydralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hydralisk/attack/Hydralisk_Attack3.ogg,Hydralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hydralisk/attack/Hydralisk_Attack4.ogg,Hydralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hydralisk/attack/Hydralisk_Attack5.ogg,Hydralisk attack vocalization,SC2 • DESCRIPTIVE NONVERBAL,ATTACK VO
audio/units/hydralisk/chatter/Hydralisk_Ready0.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/chatter/Hydralisk_Ready1.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/death/Hydralisk_Death0.wav,Hydralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hydralisk/death/Hydralisk_Death1.wav,Hydralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hydralisk/death/Hydralisk_Death2.wav,Hydralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hydralisk/death/Hydralisk_Death3.wav,Hydralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hydralisk/death/Hydralisk_Death4.wav,Hydralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hydralisk/death/Hydralisk_Death5.wav,Hydralisk death sound,SC2 • DESCRIPTIVE NONVERBAL,DEATH VO
audio/units/hydralisk/deploy_move/Hydralisk_Ready2.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
audio/units/hydralisk/deploy_move/Hydralisk_Ready3.ogg,Hydralisk movement vocalization,SC2 • DESCRIPTIVE NONVERBAL,MOVE / ACTIVATE VO
